"met_uniq","X2.Hydroxybutyrate","Fructose.6.phosphate","beta.Alanine","Glutamate","Linolenic.acid","Pantothenic.acid","Glucose","Ornithine","Glucose.6.phosphate","Ribose","Isoleucine","Cysteine","O.Phosphoethanolamine","Methionine","Alanine","Sedoheptulose.7.phosphate","Histidine","Methylmalonate","X6.Phosphogluconate","Leucine","Valine"
"CO1","8.87754265433333","13.8610900833333","9.50821277066667","8.18053776166667","9.23634955966667","8.59123559766667","9.36057730533333","8.11645374866667","15.3995032966667","9.85326342833333","11.2984076096667","12.4156040766667","10.8610807056667","14.53794427","8.67765224833333","11.8596100333333","8.783315333","9.566036214","11.6645564366667","10.5221140243333","9.44311655066667"
"CO2","8.51590016233333","18.6094938433333","9.44576434766667","10.7373691746667","9.905182144","8.25493896466667","9.547132567","8.59003581466667","19.4868142066667","9.818759127","15.6395926","9.27322888933333","7.90596050366667","8.54508917033333","9.01920497466667","16.5953824933333","8.25126709033333","10.5112287556667","12.78567779","14.9812169733333","11.44069374"
"CO3","9.61243491833333","10.1419970366667","9.44265127533333","8.072136644","9.96788213966667","8.24608351233333","9.197556395","8.06482808233333","10.6451695966667","12.34908162","9.52782615566667","10.4271345416667","8.199100199","8.24139579766667","9.02261126","12.1050420966667","9.43245852766667","8.64494601066667","16.26402675","8.93296439266667","8.22155704633333"
"CO4","8.93207976933333","14.4802069166667","9.052058592","10.98696216","10.3980831816667","8.57855365933333","7.76320716","7.983045313","14.1892397933333","9.26889805","11.9925484066667","11.4694942133333","11.19545256","13.35167866","9.78396961833333","10.92431304","8.11503772666667","11.001933366","12.2429222366667","10.77050278","10.8343014563333"
"CO5","12.1594057266667","15.2213180133333","11.48028225","11.3697757933333","10.1061409803333","8.27583913333333","9.55720653633333","8.99978202666667","14.6971775933333","8.81701344733333","8.86221316133333","9.96895872933333","10.003978978","5.97679604733333","10.8868812316667","10.3440448466667","8.50907742866667","8.85581068866667","12.6493675966667","9.38063951233333","9.05502153433333"
"NCO1","9.920091095","12.1786383666667","9.88202307233333","10.0310986506667","10.5513324066667","8.808307264","8.90373352633333","8.47574230266667","12.9266117366667","12.0465032166667","11.1256395933333","8.888691815","10.5711053743333","9.01546036533333","9.78316233933333","12.4274835533333","8.86857675866667","10.019781715","13.4081113733333","10.616960426","10.440543079"
"NCO2","8.87069286266667","21.1504480766667","9.41190372366667","10.7055860333333","9.475476103","8.83192986733333","9.053132902","8.305928336","22.8866969033333","9.09649182633333","14.2077789233333","11.3077074866667","9.93788109766667","8.27811862666667","8.83803780933333","17.5363967333333","7.776079815","10.1569938876667","11.9283842133333","15.9357748436667","10.9416977653333"
"NCO3","9.43707362133333","11.5016527766667","10.1239485926667","9.945617499","8.52217385566667","8.49288787733333","8.85345672133333","8.84532112366667","12.0581262033333","12.5625012733333","10.1542640716667","10.2089382296667","9.33830558566667","7.338409535","9.229147746","11.4499954066667","8.88123016166667","8.58675639533333","12.0222533266667","10.1170085093333","8.323620349"
"NCO4","9.3307986","16.42607723","9.125560502","9.51269040533333","10.89280864","8.004857501","9.11771621333333","6.762853115","14.8331095033333","9.09406887866667","11.1687964916667","11.291622093","8.60429592433333","13.8638033633333","9.958652521","13.5866084466667","7.806465263","12.0974647333333","13.4808086366667","11.140879336","11.99253643"
"NCO5","11.1807558166667","12.8076001533333","10.459207507","9.970630546","9.75961629533333","8.43691947166667","9.56441872866667","8.69535911633333","12.8948399","9.85116469833333","10.2673678196667","11.0941102693333","10.514614944","9.77431670933333","9.891829081","10.1037000836667","9.16406766","9.95518481033333","12.4056651813333","10.6001633646667","9.78305135433333"
"SCOA1","7.55919698366667","14.7417365166667","8.99102333466667","5.88373160933333","8.50979051333333","9.18504547033333","10.65742906","7.58025190133333","16.16481152","8.45666592533333","11.585559651","10.47572878","6.21102300266667","13.0423673733333","8.1686063","12.3972647866667","9.411977772","11.4821922966667","9.89729647066667","11.4064698796667","11.5164628633333"
"SCOA2","7.622803304","5.23857932533333","9.49698958933333","6.94743572033333","7.826143302","8.96362773433333","10.93009713","10.7336931463333","4.62587384833333","10.4938891913333","14.2896233","11.37367331","6.508708395","14.65810112","9.137268408","5.70680660633333","8.84599171733333","12.3995952066667","8.19626466266667","13.7852131966667","12.8520904266667"
"SCOA3","8.063554929","14.58399955","9.18272838033333","5.884769994","9.04131722666667","9.13844225533333","10.4567105333333","7.673247812","13.8661216933333","6.35262762533333","12.37853515","9.79481682966667","7.079510644","12.8035015133333","7.67221187833333","12.3399599633333","8.85944145333333","11.7338360766667","7.84050899","11.51074219","11.7773296866667"
"SCOA4","7.24518656266667","12.02318924","9.22184591266667","6.030454654","9.45513494266667","8.13958065566667","10.92763179","6.58192641366667","10.1056438813333","8.645872741","10.879660605","12.50611178","6.67323208566667","19.2967085","8.27081346633333","14.24750964","9.34446478766667","11.58609165","10.5211785846667","9.54868942433333","11.8284296433333"
"SCOA5","9.368304906","13.79626","9.667026732","6.38418398033333","10.20144452","10.6159867146667","9.959413617","6.54196074333333","10.3268649423333","6.38783598466667","10.262357194","10.8673663743333","6.82917438833333","27.1936759233333","7.44892487433333","15.7857662833333","8.63278793933333","11.8691163066667","11.17244873","10.055377148","11.62350395"
"SCOB1","7.533487206","14.2890638866667","8.79039968933333","6.04965890566667","8.176696","9.23330577333333","10.635156532","7.77074596933333","15.32172134","9.66971699666667","11.028804475","10.239367275","5.13806955133333","11.98046275","7.59118327433333","13.2239071866667","8.64708922233333","10.86763917","9.56148808866667","11.031325676","11.27290419"
"SCOB2","7.22751332533333","8.389153325","9.16191604733333","8.14181208466667","8.789712072","9.77085399033333","10.1292246936667","8.80830432133333","7.98376760233333","8.67241889866667","16.2837273033333","14.78124962","10.8755295456667","17.7891397633333","8.40898571833333","8.050551858","9.16868538","12.9681480266667","9.33536590166667","15.4153102966667","13.1099583033333"
"SCOB3","7.588957981","15.2349396733333","9.27187502966667","6.93057807166667","8.62152124366667","10.0422579783333","9.91511736666667","7.595829845","14.0772469333333","6.25975118266667","11.92707709","9.77059581","7.040651411","11.72823919","7.38853555333333","13.9887710066667","8.9106356","12.7777876033333","12.0125451966667","11.7765115566667","12.9607665966667"
"SCOB4","8.132172462","14.5116728033333","9.284253064","6.97898147233333","9.46871771433333","6.355095822","9.212937885","7.50157500266667","13.65480294","7.392764886","13.46535093","9.051168037","6.86507337766667","11.0188736466667","9.59217188","14.69683174","8.114437489","15.8207654066667","12.8961242996667","12.842646517","16.54671831"
"SCOB5","8.670385806","13.34115626","8.92759227866667","7.34094965733333","8.08255800066667","9.73966014166667","9.841356913","6.35457327766667","9.254423549","8.428103523","9.991515902","11.3936297733333","6.369937834","21.13025097","7.42225215333333","15.7361910366667","9.69477449666667","11.1283600703333","10.211127443","10.055504915","11.4126057633333"
